Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close
2/10/2017 16:00:00,33.03,2/10/2017 16:00:00,64,2/10/2017 16:00:00,827.46,2/10/2017 16:00:00,134.19,2/10/2017 16:00:00,53.85,2/10/2017 16:00:00,834.85,2/10/2017 16:00:00,813.67,5/24/2017 15:00:00,3085.3,2/10/2017 16:00:00,115.24,2/10/2017 16:00:00,87
2/13/2017 16:00:00,33.32,2/13/2017 16:00:00,64.72,2/13/2017 16:00:00,836.53,2/13/2017 16:00:00,134.05,2/13/2017 16:00:00,56.12,2/13/2017 16:00:00,838.96,2/13/2017 16:00:00,819.24,5/25/2017 15:00:00,3060.04,2/13/2017 16:00:00,115.88,2/13/2017 16:00:00,88.15
2/14/2017 16:00:00,33.76,2/14/2017 16:00:00,64.57,2/14/2017 16:00:00,836.39,2/14/2017 16:00:00,133.85,2/14/2017 16:00:00,56.2,2/14/2017 16:00:00,840.03,2/14/2017 16:00:00,820.45,5/26/2017 15:00:00,3063,2/14/2017 16:00:00,116.36,2/14/2017 16:00:00,89.56
2/15/2017 16:00:00,33.88,2/15/2017 16:00:00,64.53,2/15/2017 16:00:00,842.7,2/15/2017 16:00:00,133.44,2/15/2017 16:00:00,55.95,2/15/2017 16:00:00,837.32,2/15/2017 16:00:00,818.98,5/29/2017 15:00:00,3020,2/15/2017 16:00:00,117.2,2/15/2017 16:00:00,90.59
2/16/2017 16:00:00,33.84,2/16/2017 16:00:00,64.52,2/16/2017 16:00:00,844.14,2/16/2017 16:00:00,133.84,2/16/2017 16:00:00,53.79,2/16/2017 16:00:00,842.17,2/16/2017 16:00:00,824.16,5/30/2017 15:00:00,3090,2/16/2017 16:00:00,118.08,2/16/2017 16:00:00,90.53
2/17/2017 16:00:00,33.93,2/17/2017 16:00:00,64.62,2/17/2017 16:00:00,845.07,2/17/2017 16:00:00,133.53,2/17/2017 16:00:00,54.45,2/17/2017 16:00:00,846.55,2/17/2017 16:00:00,828.07,5/31/2017 15:00:00,3074.4,2/17/2017 16:00:00,118.86,2/17/2017 16:00:00,90.23
2/21/2017 16:00:00,34.17,2/21/2017 16:00:00,64.49,2/21/2017 16:00:00,856.44,2/21/2017 16:00:00,133.72,2/21/2017 16:00:00,55.48,2/21/2017 16:00:00,849.27,2/21/2017 16:00:00,831.66,6/1/2017 15:00:00,3058,2/21/2017 16:00:00,119.66,2/21/2017 16:00:00,91.01
2/22/2017 16:00:00,34.28,2/22/2017 16:00:00,64.36,2/22/2017 16:00:00,855.61,2/22/2017 16:00:00,136.12,2/22/2017 16:00:00,54.7,2/22/2017 16:00:00,851.36,2/22/2017 16:00:00,830.76,6/2/2017 15:00:00,3111.4,2/22/2017 16:00:00,119.52,2/22/2017 16:00:00,91.06
2/23/2017 16:00:00,34.13,2/23/2017 16:00:00,64.62,2/23/2017 16:00:00,852.19,2/23/2017 16:00:00,135.36,2/23/2017 16:00:00,51.2,2/23/2017 16:00:00,851,2/23/2017 16:00:00,831.33,6/5/2017 15:00:00,3070,2/23/2017 16:00:00,121.7,2/23/2017 16:00:00,91.13
2/24/2017 16:00:00,34.17,2/24/2017 16:00:00,64.62,2/24/2017 16:00:00,845.24,2/24/2017 16:00:00,135.44,2/24/2017 16:00:00,51.4,2/24/2017 16:00:00,847.81,2/24/2017 16:00:00,828.64,6/6/2017 15:00:00,3041.25,2/24/2017 16:00:00,122.73,2/24/2017 16:00:00,90.33
2/27/2017 16:00:00,34.23,2/27/2017 16:00:00,64.23,2/27/2017 16:00:00,848.64,2/27/2017 16:00:00,136.41,2/27/2017 16:00:00,49.25,2/27/2017 16:00:00,849.67,2/27/2017 16:00:00,829.28,6/7/2017 15:00:00,3025,2/27/2017 16:00:00,122.4,2/27/2017 16:00:00,90.43
2/28/2017 16:00:00,34.25,2/28/2017 16:00:00,63.98,2/28/2017 16:00:00,845.04,2/28/2017 16:00:00,135.54,2/28/2017 16:00:00,50,2/28/2017 16:00:00,844.93,2/28/2017 16:00:00,823.21,6/9/2017 15:00:00,3080,2/28/2017 16:00:00,122.21,2/28/2017 16:00:00,90.62
3/1/2017 16:00:00,34.95,3/1/2017 16:00:00,64.94,3/1/2017 16:00:00,853.08,3/1/2017 16:00:00,137.42,3/1/2017 16:00:00,50,3/1/2017 16:00:00,856.75,3/1/2017 16:00:00,835.24,6/12/2017 15:00:00,3080,3/1/2017 16:00:00,123.86,3/1/2017 16:00:00,93.6
3/2/2017 16:00:00,34.74,3/2/2017 16:00:00,64.01,3/2/2017 16:00:00,848.91,3/2/2017 16:00:00,136.76,3/2/2017 16:00:00,50.1,3/2/2017 16:00:00,849.85,3/2/2017 16:00:00,830.63,6/13/2017 15:00:00,3092.3,3/2/2017 16:00:00,123.63,3/2/2017 16:00:00,92.14
3/3/2017 16:00:00,34.95,3/3/2017 16:00:00,64.25,3/3/2017 16:00:00,849.88,3/3/2017 16:00:00,137.17,3/3/2017 16:00:00,50.31,3/3/2017 16:00:00,849.08,3/3/2017 16:00:00,829.08,6/14/2017 15:00:00,3049.5,3/3/2017 16:00:00,123.79,3/3/2017 16:00:00,92.8
3/6/2017 16:00:00,34.84,3/6/2017 16:00:00,64.27,3/6/2017 16:00:00,846.61,3/6/2017 16:00:00,137.42,3/6/2017 16:00:00,50.24,3/6/2017 16:00:00,847.27,3/6/2017 16:00:00,827.78,6/15/2017 15:00:00,3076.3,3/6/2017 16:00:00,123.71,3/6/2017 16:00:00,91.92
3/7/2017 16:00:00,34.88,3/7/2017 16:00:00,64.4,3/7/2017 16:00:00,846.02,3/7/2017 16:00:00,137.3,3/7/2017 16:00:00,49.72,3/7/2017 16:00:00,851.15,3/7/2017 16:00:00,831.91,6/16/2017 15:00:00,3076.3,3/7/2017 16:00:00,123.83,3/7/2017 16:00:00,91.41
3/8/2017 16:00:00,34.75,3/8/2017 16:00:00,64.99,3/8/2017 16:00:00,850.5,3/8/2017 16:00:00,137.72,3/8/2017 16:00:00,49.37,3/8/2017 16:00:00,853.64,3/8/2017 16:00:00,835.37,6/19/2017 15:00:00,3076.3,3/8/2017 16:00:00,124.1,3/8/2017 16:00:00,91.21
3/9/2017 16:00:00,34.67,3/9/2017 16:00:00,64.73,3/9/2017 16:00:00,853,3/9/2017 16:00:00,138.24,3/9/2017 16:00:00,48.98,3/9/2017 16:00:00,857.84,3/9/2017 16:00:00,838.68,6/20/2017 15:00:00,3104,3/9/2017 16:00:00,125.95,3/9/2017 16:00:00,91.57
3/10/2017 16:00:00,34.78,3/10/2017 16:00:00,64.93,3/10/2017 16:00:00,852.46,3/10/2017 16:00:00,138.79,3/10/2017 16:00:00,48.74,3/10/2017 16:00:00,861.41,3/10/2017 16:00:00,843.25,6/21/2017 15:00:00,3097.12,3/10/2017 16:00:00,126.21,3/10/2017 16:00:00,91.28
3/13/2017 16:00:00,34.8,3/13/2017 16:00:00,64.71,3/13/2017 16:00:00,854.59,3/13/2017 16:00:00,139.6,3/13/2017 16:00:00,49.23,3/13/2017 16:00:00,864.58,3/13/2017 16:00:00,845.54,6/22/2017 15:00:00,3060.35,3/13/2017 16:00:00,126.68,3/13/2017 16:00:00,91.36
3/14/2017 16:00:00,34.75,3/14/2017 16:00:00,64.41,3/14/2017 16:00:00,852.53,3/14/2017 16:00:00,139.32,3/14/2017 16:00:00,51.6,3/14/2017 16:00:00,865.91,3/14/2017 16:00:00,845.62,6/23/2017 15:00:00,3060.35,3/14/2017 16:00:00,127.05,3/14/2017 16:00:00,91.51
3/15/2017 16:00:00,35.12,3/15/2017 16:00:00,64.75,3/15/2017 16:00:00,852.97,3/15/2017 16:00:00,139.72,3/15/2017 16:00:00,51.15,3/15/2017 16:00:00,868.39,3/15/2017 16:00:00,847.2,6/26/2017 15:00:00,2990,3/15/2017 16:00:00,128.96,3/15/2017 16:00:00,91.73
3/16/2017 16:00:00,35.17,3/16/2017 16:00:00,64.64,3/16/2017 16:00:00,853.42,3/16/2017 16:00:00,139.99,3/16/2017 16:00:00,52.41,3/16/2017 16:00:00,870,3/16/2017 16:00:00,848.78,6/27/2017 15:00:00,3010,3/16/2017 16:00:00,128.46,3/16/2017 16:00:00,91.64
3/17/2017 16:00:00,35,3/17/2017 16:00:00,64.87,3/17/2017 16:00:00,852.31,3/17/2017 16:00:00,139.84,3/17/2017 16:00:00,52.3,3/17/2017 16:00:00,872.37,3/17/2017 16:00:00,852.12,6/28/2017 15:00:00,3040,3/17/2017 16:00:00,128.06,3/17/2017 16:00:00,90.68
3/20/2017 16:00:00,35.37,3/20/2017 16:00:00,64.93,3/20/2017 16:00:00,856.97,3/20/2017 16:00:00,139.94,3/20/2017 16:00:00,52.38,3/20/2017 16:00:00,867.91,3/20/2017 16:00:00,848.4,6/29/2017 15:00:00,3060,3/20/2017 16:00:00,128.07,3/20/2017 16:00:00,90.03
3/21/2017 16:00:00,34.96,3/21/2017 16:00:00,64.21,3/21/2017 16:00:00,843.2,3/21/2017 16:00:00,138.51,3/21/2017 16:00:00,50.14,3/21/2017 16:00:00,850.14,3/21/2017 16:00:00,830.46,6/30/2017 15:00:00,3074.5,3/21/2017 16:00:00,127.25,3/21/2017 16:00:00,87.39
3/22/2017 16:00:00,35.35,3/22/2017 16:00:00,65.03,3/22/2017 16:00:00,848.06,3/22/2017 16:00:00,139.59,3/22/2017 16:00:00,51,3/22/2017 16:00:00,849.8,3/22/2017 16:00:00,829.59,7/3/2017 15:00:00,3135,3/22/2017 16:00:00,126.26,3/22/2017 16:00:00,87.53
3/23/2017 16:00:00,35.23,3/23/2017 16:00:00,64.87,3/23/2017 16:00:00,847.38,3/23/2017 16:00:00,139.53,3/23/2017 16:00:00,50.96,3/23/2017 16:00:00,839.65,3/23/2017 16:00:00,817.58,7/5/2017 15:00:00,3179.99,3/23/2017 16:00:00,125.9,3/23/2017 16:00:00,87.39
3/24/2017 16:00:00,35.16,3/24/2017 16:00:00,64.98,3/24/2017 16:00:00,845.61,3/24/2017 16:00:00,140.34,3/24/2017 16:00:00,52.63,3/24/2017 16:00:00,835.14,3/24/2017 16:00:00,814.43,7/6/2017 15:00:00,3110,3/24/2017 16:00:00,125.48,3/24/2017 16:00:00,87.29
3/27/2017 16:00:00,35.22,3/27/2017 16:00:00,65.1,3/27/2017 16:00:00,846.82,3/27/2017 16:00:00,140.32,3/27/2017 16:00:00,54.04,3/27/2017 16:00:00,838.51,3/27/2017 16:00:00,819.51,7/7/2017 15:00:00,3109.99,3/27/2017 16:00:00,125.8,3/27/2017 16:00:00,87.24
3/28/2017 16:00:00,35.95,3/28/2017 16:00:00,65.29,3/28/2017 16:00:00,856,3/28/2017 16:00:00,141.76,3/28/2017 16:00:00,55.49,3/28/2017 16:00:00,840.63,3/28/2017 16:00:00,820.92,7/10/2017 15:00:00,3108.75,3/28/2017 16:00:00,125.66,3/28/2017 16:00:00,88.6
3/29/2017 16:00:00,36.03,3/29/2017 16:00:00,65.47,3/29/2017 16:00:00,874.32,3/29/2017 16:00:00,142.65,3/29/2017 16:00:00,55.48,3/29/2017 16:00:00,849.87,3/29/2017 16:00:00,831.41,7/11/2017 15:00:00,3019,3/29/2017 16:00:00,124.92,3/29/2017 16:00:00,88.27
3/30/2017 16:00:00,35.98,3/30/2017 16:00:00,65.71,3/30/2017 16:00:00,876.34,3/30/2017 16:00:00,142.41,3/30/2017 16:00:00,55.58,3/30/2017 16:00:00,849.48,3/30/2017 16:00:00,831.5,7/12/2017 15:00:00,3023,3/30/2017 16:00:00,124.66,3/30/2017 16:00:00,89.03
3/31/2017 16:00:00,35.92,3/31/2017 16:00:00,65.86,3/31/2017 16:00:00,886.54,3/31/2017 16:00:00,142.05,3/31/2017 16:00:00,55.66,3/31/2017 16:00:00,847.8,3/31/2017 16:00:00,829.56,7/13/2017 15:00:00,3000,3/31/2017 16:00:00,124.55,3/31/2017 16:00:00,87.84
4/3/2017 16:00:00,35.92,4/3/2017 16:00:00,65.55,4/3/2017 16:00:00,891.51,4/3/2017 16:00:00,142.28,4/3/2017 16:00:00,59.7,4/3/2017 16:00:00,856.75,4/3/2017 16:00:00,838.55,7/14/2017 15:00:00,3000,4/3/2017 16:00:00,124.69,4/3/2017 16:00:00,87.52
4/4/2017 16:00:00,36.19,4/4/2017 16:00:00,65.73,4/4/2017 16:00:00,906.83,4/4/2017 16:00:00,141.73,4/4/2017 16:00:00,60.74,4/4/2017 16:00:00,852.57,4/4/2017 16:00:00,834.57,7/17/2017 15:00:00,3000,4/4/2017 16:00:00,124.68,4/4/2017 16:00:00,87.31
4/5/2017 16:00:00,36.01,4/5/2017 16:00:00,65.56,4/5/2017 16:00:00,909.28,4/5/2017 16:00:00,141.85,4/5/2017 16:00:00,59,4/5/2017 16:00:00,848.91,4/5/2017 16:00:00,831.41,7/18/2017 15:00:00,2986.5,4/5/2017 16:00:00,124.8,4/5/2017 16:00:00,86.19
4/6/2017 16:00:00,35.92,4/6/2017 16:00:00,65.73,4/6/2017 16:00:00,898.28,4/6/2017 16:00:00,141.17,4/6/2017 16:00:00,59.74,4/6/2017 16:00:00,845.1,4/6/2017 16:00:00,827.88,7/19/2017 15:00:00,2980,4/6/2017 16:00:00,125.05,4/6/2017 16:00:00,86.48
4/7/2017 16:00:00,35.84,4/7/2017 16:00:00,65.68,4/7/2017 16:00:00,894.88,4/7/2017 16:00:00,140.78,4/7/2017 16:00:00,60.51,4/7/2017 16:00:00,842.1,4/7/2017 16:00:00,824.67,7/20/2017 15:00:00,3005,4/7/2017 16:00:00,124.92,4/7/2017 16:00:00,86.18
4/10/2017 16:00:00,35.79,4/10/2017 16:00:00,65.53,4/10/2017 16:00:00,907.04,4/10/2017 16:00:00,141.04,4/10/2017 16:00:00,62.48,4/10/2017 16:00:00,841.7,4/10/2017 16:00:00,824.73,7/24/2017 15:00:00,3010,4/10/2017 16:00:00,124.34,4/10/2017 16:00:00,85.88
4/11/2017 16:00:00,35.41,4/11/2017 16:00:00,65.48,4/11/2017 16:00:00,902.36,4/11/2017 16:00:00,139.92,4/11/2017 16:00:00,61.74,4/11/2017 16:00:00,839.88,4/11/2017 16:00:00,823.35,7/25/2017 15:00:00,3090,4/11/2017 16:00:00,124.22,4/11/2017 16:00:00,85.73
4/12/2017 16:00:00,35.45,4/12/2017 16:00:00,65.23,4/12/2017 16:00:00,896.23,4/12/2017 16:00:00,139.58,4/12/2017 16:00:00,59.37,4/12/2017 16:00:00,841.46,4/12/2017 16:00:00,824.32,7/26/2017 15:00:00,3109.98,4/12/2017 16:00:00,125.4,4/12/2017 16:00:00,85.4
4/13/2017 16:00:00,35.26,4/13/2017 16:00:00,64.95,4/13/2017 16:00:00,884.67,4/13/2017 16:00:00,139.39,4/13/2017 16:00:00,60.8,4/13/2017 16:00:00,840.18,4/13/2017 16:00:00,823.56,7/27/2017 15:00:00,3058,4/13/2017 16:00:00,124.99,4/13/2017 16:00:00,84.4
4/17/2017 16:00:00,35.46,4/17/2017 16:00:00,65.48,4/17/2017 16:00:00,901.99,4/17/2017 16:00:00,141.42,4/17/2017 16:00:00,60.29,4/17/2017 16:00:00,855.13,4/17/2017 16:00:00,837.17,7/28/2017 15:00:00,3091.35,4/17/2017 16:00:00,125.72,4/17/2017 16:00:00,85.86
4/18/2017 16:00:00,35.3,4/18/2017 16:00:00,65.39,4/18/2017 16:00:00,903.78,4/18/2017 16:00:00,140.96,4/18/2017 16:00:00,60.05,4/18/2017 16:00:00,853.99,4/18/2017 16:00:00,836.82,7/31/2017 15:00:00,3124,4/18/2017 16:00:00,121.82,4/18/2017 16:00:00,85.16
4/19/2017 16:00:00,35.17,4/19/2017 16:00:00,65.04,4/19/2017 16:00:00,899.2,4/19/2017 16:00:00,142.27,4/19/2017 16:00:00,61.1,4/19/2017 16:00:00,856.51,4/19/2017 16:00:00,838.21,8/1/2017 15:00:00,3140,4/19/2017 16:00:00,121.37,4/19/2017 16:00:00,84.46
4/20/2017 16:00:00,35.61,4/20/2017 16:00:00,65.5,4/20/2017 16:00:00,902.06,4/20/2017 16:00:00,143.8,4/20/2017 16:00:00,60.5,4/20/2017 16:00:00,860.08,4/20/2017 16:00:00,841.65,8/2/2017 15:00:00,3140,4/20/2017 16:00:00,121.87,4/20/2017 16:00:00,85.55
4/21/2017 16:00:00,35.57,4/21/2017 16:00:00,66.4,4/21/2017 16:00:00,898.53,4/21/2017 16:00:00,143.68,4/21/2017 16:00:00,61.12,4/21/2017 16:00:00,858.95,4/21/2017 16:00:00,843.19,8/3/2017 15:00:00,3194.33,4/21/2017 16:00:00,121.76,4/21/2017 16:00:00,84.52
4/24/2017 16:00:00,35.91,4/24/2017 16:00:00,67.53,4/24/2017 16:00:00,907.41,4/24/2017 16:00:00,145.47,4/24/2017 16:00:00,61.61,4/24/2017 16:00:00,878.93,4/24/2017 16:00:00,862.76,8/4/2017 15:00:00,3202.75,4/24/2017 16:00:00,122.89,4/24/2017 16:00:00,87.5
4/25/2017 16:00:00,36.13,4/25/2017 16:00:00,67.92,4/25/2017 16:00:00,907.62,4/25/2017 16:00:00,146.49,4/25/2017 16:00:00,62.76,4/25/2017 16:00:00,888.84,4/25/2017 16:00:00,872.3,8/7/2017 15:00:00,3170,4/25/2017 16:00:00,123.43,4/25/2017 16:00:00,88.26
4/26/2017 16:00:00,35.92,4/26/2017 16:00:00,67.83,4/26/2017 16:00:00,909.29,4/26/2017 16:00:00,146.56,4/26/2017 16:00:00,62.03,4/26/2017 16:00:00,889.14,4/26/2017 16:00:00,871.73,8/8/2017 15:00:00,3194,4/26/2017 16:00:00,123.51,4/26/2017 16:00:00,88.43
4/27/2017 16:00:00,35.95,4/27/2017 16:00:00,68.27,4/27/2017 16:00:00,918.38,4/27/2017 16:00:00,147.7,4/27/2017 16:00:00,61.73,4/27/2017 16:00:00,891.44,4/27/2017 16:00:00,874.25,8/9/2017 15:00:00,3190,4/27/2017 16:00:00,123.74,4/27/2017 16:00:00,87.61
4/28/2017 16:00:00,35.91,4/28/2017 16:00:00,68.46,4/28/2017 16:00:00,924.99,4/28/2017 16:00:00,150.25,4/28/2017 16:00:00,62.81,4/28/2017 16:00:00,924.52,4/28/2017 16:00:00,905.96,8/10/2017 15:00:00,3175,4/28/2017 16:00:00,123.47,4/28/2017 16:00:00,87
5/1/2017 16:00:00,36.65,5/1/2017 16:00:00,69.41,5/1/2017 16:00:00,948.23,5/1/2017 16:00:00,152.46,5/1/2017 16:00:00,64.57,5/1/2017 16:00:00,932.82,5/1/2017 16:00:00,912.57,8/11/2017 15:00:00,3126.2,5/1/2017 16:00:00,123.34,5/1/2017 16:00:00,87.06
5/2/2017 16:00:00,36.88,5/2/2017 16:00:00,69.3,5/2/2017 16:00:00,946.94,5/2/2017 16:00:00,152.78,5/2/2017 16:00:00,63.78,5/2/2017 16:00:00,937.09,5/2/2017 16:00:00,916.44,8/14/2017 15:00:00,3126.2,5/2/2017 16:00:00,123.7,5/2/2017 16:00:00,86.5
5/3/2017 16:00:00,36.77,5/3/2017 16:00:00,69.08,5/3/2017 16:00:00,941.03,5/3/2017 16:00:00,151.8,5/3/2017 16:00:00,62.2,5/3/2017 16:00:00,948.45,5/3/2017 16:00:00,927.04,8/15/2017 15:00:00,3180,5/3/2017 16:00:00,123.33,5/3/2017 16:00:00,87
5/4/2017 16:00:00,36.63,5/4/2017 16:00:00,68.81,5/4/2017 16:00:00,937.53,5/4/2017 16:00:00,150.85,5/4/2017 16:00:00,59.09,5/4/2017 16:00:00,954.72,5/4/2017 16:00:00,931.66,8/16/2017 15:00:00,3160,5/4/2017 16:00:00,123.95,5/4/2017 16:00:00,87.1
5/5/2017 16:00:00,37.24,5/5/2017 16:00:00,69,5/5/2017 16:00:00,934.15,5/5/2017 16:00:00,150.24,5/5/2017 16:00:00,61.67,5/5/2017 16:00:00,950.28,5/5/2017 16:00:00,927.13,8/17/2017 15:00:00,3166,5/5/2017 16:00:00,123.51,5/5/2017 16:00:00,87
5/8/2017 16:00:00,38.25,5/8/2017 16:00:00,68.94,5/8/2017 16:00:00,949.04,5/8/2017 16:00:00,151.06,5/8/2017 16:00:00,61.44,5/8/2017 16:00:00,958.69,5/8/2017 16:00:00,934.3,8/18/2017 15:00:00,3166,5/8/2017 16:00:00,123.25,5/8/2017 16:00:00,87.1
5/9/2017 16:00:00,38.5,5/9/2017 16:00:00,69.04,5/9/2017 16:00:00,952.82,5/9/2017 16:00:00,150.48,5/9/2017 16:00:00,64.25,5/9/2017 16:00:00,956.71,5/9/2017 16:00:00,932.17,8/21/2017 15:00:00,3010,5/9/2017 16:00:00,123.21,5/9/2017 16:00:00,86.75
5/10/2017 16:00:00,38.32,5/10/2017 16:00:00,69.31,5/10/2017 16:00:00,948.95,5/10/2017 16:00:00,150.29,5/10/2017 16:00:00,65.04,5/10/2017 16:00:00,954.84,5/10/2017 16:00:00,928.78,8/22/2017 15:00:00,3163,5/10/2017 16:00:00,122.81,5/10/2017 16:00:00,87.43
5/11/2017 16:00:00,38.49,5/11/2017 16:00:00,68.46,5/11/2017 16:00:00,947.62,5/11/2017 16:00:00,150.04,5/11/2017 16:00:00,64.62,5/11/2017 16:00:00,955.89,5/11/2017 16:00:00,930.6,8/23/2017 15:00:00,3111.5,5/11/2017 16:00:00,123.2,5/11/2017 16:00:00,87.16
5/12/2017 16:00:00,39.03,5/12/2017 16:00:00,68.38,5/12/2017 16:00:00,961.35,5/12/2017 16:00:00,150.33,5/12/2017 16:00:00,64.96,5/12/2017 16:00:00,955.14,5/12/2017 16:00:00,932.22,8/24/2017 15:00:00,3160,5/12/2017 16:00:00,123.64,5/12/2017 16:00:00,86.92
5/15/2017 16:00:00,38.92,5/15/2017 16:00:00,68.43,5/15/2017 16:00:00,957.97,5/15/2017 16:00:00,150.19,5/15/2017 16:00:00,63.18,5/15/2017 16:00:00,959.22,5/15/2017 16:00:00,937.08,8/25/2017 15:00:00,3170,5/15/2017 16:00:00,126.99,5/15/2017 16:00:00,87.34
5/16/2017 16:00:00,38.87,5/16/2017 16:00:00,69.41,5/16/2017 16:00:00,966.07,5/16/2017 16:00:00,149.78,5/16/2017 16:00:00,63.4,5/16/2017 16:00:00,964.61,5/16/2017 16:00:00,943,8/28/2017 15:00:00,3180,5/16/2017 16:00:00,127.77,5/16/2017 16:00:00,87.61
5/17/2017 16:00:00,37.56,5/17/2017 16:00:00,67.48,5/17/2017 16:00:00,944.76,5/17/2017 16:00:00,144.85,5/17/2017 16:00:00,61.22,5/17/2017 16:00:00,942.17,5/17/2017 16:00:00,919.62,8/29/2017 15:00:00,3190,5/17/2017 16:00:00,126.67,5/17/2017 16:00:00,84.27
5/18/2017 16:00:00,38.14,5/18/2017 16:00:00,67.71,5/18/2017 16:00:00,958.49,5/18/2017 16:00:00,147.66,5/18/2017 16:00:00,62.61,5/18/2017 16:00:00,950.5,5/18/2017 16:00:00,930.24,8/30/2017 15:00:00,3208.93,5/18/2017 16:00:00,126.97,5/18/2017 16:00:00,83.96
5/19/2017 16:00:00,38.27,5/19/2017 16:00:00,67.69,5/19/2017 16:00:00,959.84,5/19/2017 16:00:00,148.06,5/19/2017 16:00:00,62.17,5/19/2017 16:00:00,954.65,5/19/2017 16:00:00,934.01,8/31/2017 15:00:00,3215,5/19/2017 16:00:00,127,5/19/2017 16:00:00,84.78
5/22/2017 16:00:00,38.5,5/22/2017 16:00:00,68.45,5/22/2017 16:00:00,970.67,5/22/2017 16:00:00,148.24,5/22/2017 16:00:00,62.07,5/22/2017 16:00:00,964.07,5/22/2017 16:00:00,941.86,9/1/2017 15:00:00,3213,5/22/2017 16:00:00,127.26,5/22/2017 16:00:00,84.7
5/23/2017 16:00:00,38.45,5/23/2017 16:00:00,68.68,5/23/2017 16:00:00,971.54,5/23/2017 16:00:00,148.07,5/23/2017 16:00:00,60.77,5/23/2017 16:00:00,970.55,5/23/2017 16:00:00,948.82,9/5/2017 15:00:00,3308.45,5/23/2017 16:00:00,127.52,5/23/2017 16:00:00,85.76
5/24/2017 16:00:00,38.34,5/24/2017 16:00:00,68.77,5/24/2017 16:00:00,980.35,5/24/2017 16:00:00,150.04,5/24/2017 16:00:00,62.04,5/24/2017 16:00:00,977.61,5/24/2017 16:00:00,954.96,9/6/2017 15:00:00,3100,5/24/2017 16:00:00,127.51,5/24/2017 16:00:00,85.71
5/25/2017 16:00:00,38.47,5/25/2017 16:00:00,69.62,5/25/2017 16:00:00,993.38,5/25/2017 16:00:00,151.96,5/25/2017 16:00:00,63.37,5/25/2017 16:00:00,991.86,5/25/2017 16:00:00,969.54,9/7/2017 15:00:00,3069.62,5/25/2017 16:00:00,127.53,5/25/2017 16:00:00,85.35
5/26/2017 16:00:00,38.4,5/26/2017 16:00:00,69.96,5/26/2017 16:00:00,995.78,5/26/2017 16:00:00,152.13,5/26/2017 16:00:00,65.03,5/26/2017 16:00:00,993.27,5/26/2017 16:00:00,971.47,9/8/2017 15:00:00,3104.49,5/26/2017 16:00:00,126.92,5/26/2017 16:00:00,85.36
5/30/2017 16:00:00,38.42,5/30/2017 16:00:00,70.41,5/30/2017 16:00:00,996.7,5/30/2017 16:00:00,152.38,5/30/2017 16:00:00,67.02,5/30/2017 16:00:00,996.17,5/30/2017 16:00:00,975.88,9/11/2017 15:00:00,3145,5/30/2017 16:00:00,127.11,5/30/2017 16:00:00,83.9
5/31/2017 16:00:00,38.19,5/31/2017 16:00:00,69.84,5/31/2017 16:00:00,994.62,5/31/2017 16:00:00,151.46,5/31/2017 16:00:00,68.2,5/31/2017 16:00:00,987.09,5/31/2017 16:00:00,964.86,9/12/2017 15:00:00,3160,5/31/2017 16:00:00,128.25,5/31/2017 16:00:00,82.15
6/1/2017 16:00:00,38.3,6/1/2017 16:00:00,70.1,6/1/2017 16:00:00,995.95,6/1/2017 16:00:00,151.53,6/1/2017 16:00:00,68.07,6/1/2017 16:00:00,988.29,6/1/2017 16:00:00,966.95,9/13/2017 15:00:00,3172.84,6/1/2017 16:00:00,128.78,6/1/2017 16:00:00,83.06
6/2/2017 16:00:00,38.86,6/2/2017 16:00:00,71.76,6/2/2017 16:00:00,1006.73,6/2/2017 16:00:00,153.61,6/2/2017 16:00:00,67.97,6/2/2017 16:00:00,996.12,6/2/2017 16:00:00,975.6,9/14/2017 15:00:00,3172.84,6/2/2017 16:00:00,130.08,6/2/2017 16:00:00,82.64
6/5/2017 16:00:00,38.48,6/5/2017 16:00:00,72.28,6/5/2017 16:00:00,1011.34,6/5/2017 16:00:00,153.63,6/5/2017 16:00:00,69.46,6/5/2017 16:00:00,1003.88,6/5/2017 16:00:00,983.68,9/15/2017 15:00:00,3187,6/5/2017 16:00:00,130.36,6/5/2017 16:00:00,82.79
6/6/2017 16:00:00,38.61,6/6/2017 16:00:00,72.52,6/6/2017 16:00:00,1003,6/6/2017 16:00:00,152.81,6/6/2017 16:00:00,70.57,6/6/2017 16:00:00,996.68,6/6/2017 16:00:00,976.57,9/19/2017 15:00:00,3250,6/6/2017 16:00:00,130.83,6/6/2017 16:00:00,82.96
6/7/2017 16:00:00,38.84,6/7/2017 16:00:00,72.39,6/7/2017 16:00:00,1010.07,6/7/2017 16:00:00,153.12,6/7/2017 16:00:00,71.93,6/7/2017 16:00:00,1001.59,6/7/2017 16:00:00,981.08,9/20/2017 15:00:00,3250,6/7/2017 16:00:00,130.75,6/7/2017 16:00:00,83.91
6/8/2017 16:00:00,38.75,6/8/2017 16:00:00,71.95,6/8/2017 16:00:00,1010.27,6/8/2017 16:00:00,154.71,6/8/2017 16:00:00,74,6/8/2017 16:00:00,1004.28,6/8/2017 16:00:00,983.41,9/21/2017 15:00:00,3280.5,6/8/2017 16:00:00,130.55,6/8/2017 16:00:00,84.95
